GO:0000009	0.744118928203125	1	1	0.282088368701299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.914146247921225	1	1	1	1	1	1	1	1	1	0.597602321834862	1	1	1	1	1	0.878559089808917	1	1	0.778752851538462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.898757147941382	1	1	1	1	1	1	1	1	1	1	1	1	1	0.549505582128713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.937430638151659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.791589687692308	1	1	1	1	1	1	0.24753716286645	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.963359224537815	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.895503645463917	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.503144744107143	0.243188658859024
GO:0000010	1	1	0.521686702658023	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.779527129542645	1	1	1	0.0946203555637394	1	1	1	1	1	1	1	1	1	1	1	1	0.438241793986175	1	1	1	1	1	1	1	1	1	1	1	1	0.274287013137931	1	1	1	1	1	0.548394300444444	1	0.000299700982351351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00270670140428571	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000201598329243698
GO:0000014	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.695479028007519	1	1	1	1	1	1	1	1	1	1	0.9330297756	1	0.471282391021277	1	1	0.0386218195531915	1	1	1	0.748402100255754	1	1	1	1	1	1	1	1	1	1	1	0.275866234921875	1	1	1	1	1	1	1	1	1	1	1	1	0.421908571071429	1	1	1	1	1	1	1	1	1	1	1	1	0.658454698695652	1	1	1	1	1	1	1	0.351564013360825	1	1	1	0.100718144059006	1	1	1	1	1	1	1	1	1	1	0.312887615538462	0.320821805223214	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.851306538305085	1	1	1	0.018499866440625	1	1	1	1	1	1	1	1	0.386885235564706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO:0000026	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.781114756653061	1	1	1	1	1	1	1	1	0.229940059372549	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.843639885958596	1	1	1	1	0.909869071315789	1	1	1	0.702931992832861	1	0.690902197859155	1	1	0.915584155333333	0.850917315919811	1	1	0.921741465	0.746398622363405	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00258223070625	1	1	1	0.903649993557692	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.898932278757225	1	1	1	1	1	1	1	1	1	1	0.663097932915254	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.965395174362245	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.661993151478261	1	0.835542321623377	1	1	1	1	1	1	0.995565216	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.707186613103448	1	1	1	1	1	1	1	0.937347623134328	1	1	1	1	1	1	1	1	1	1	0.732723920833333	1	1	1	1	1	1	1	1	1	1	1	1	1	0.019744158269103
GO:0000030	0.595075288529412	1	1	0.19857043828125	1	1	1	1	1	1	0.168613648740458	1	1	1	1	1	1	1	1	1	1	1	1	0.556387572863924	1	1	1	1	1	1	1	1	1	1	1	1	0.275051826	1	0.742422225253664	1	1	1	1	0.458745857860262	1	1	1	1	1	1	1	0.536673949603448	1	1	1	0.580114295904573	1	0.408775015671343	1	1	1	1	0.729941464402174	1	1	1	1	1	1	1	1	1	0.0613523615470588	1	1	1	1	0.323327389159664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.572070247180095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.68063614088586	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.645584541147541	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.970229890163934	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.774064782272727	1	1	1	1	1	1	1	1	1	1	1	1	0.394694793652174	1	1	1	1	1	1	1	1	1	1	8.5820450715e-07	1.97434341772575e-09
GO:0000033	1	1	1	0.306483908471338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.557324280491803	1	1	1	0.988529687944359	1	1	1	0.934913385663338	1	1	1	1	1	1	1	1	1	0.620476216216216	1	1	1	1	1	0.897970549202128	1	1	0.78895373972973	1	1	1	1	1	1	1	1	1	1	0.740377127922078	1	1	1	0.919699685040984	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0377849749956522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.9427539470726	1	1	1	1	1	1	1	1	1	1	1	1	0.619556096470588	1	1	1	1	1	1	1	1	1	1	0.804892511641791	1	1	1	1	1	1	0.262161617981366	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.982172410569106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.924487907121212	1	0.918168215116279	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04965632025	0.160863792831858
GO:0000036	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.71533114534202	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.466909213522727	1	1	1	0.974984570042553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.252186123103448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.884841676970634	1	1	1	0.738331655330579	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.475809204659832
GO:0000049	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.770489503487395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.384629857898383	1	1	1	1	0.878389291904324	1	1	1	1	1	1	1	0.846828676890756	1	1	1	1	1	0.106408895986726	0.916477364754098	0.630938351422594	0.0761582796666667	0.368013937127072	0.246732576380597	1	1	1	1	1	1	1	1	1	0.903476092925764	0.600291937631579	1	1	1	0.964440415495208	1	1	1	1	1	1	1	1	1	1	0.770093127747748	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.450226298486842	1	1	1	1	1	0.849699079698795	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.619134965264151	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.582351542926829	1	1	1	1	1	0.440143338582089	1	1	1	1	1	1	1	1	1	1	2.30461675744186e-05	0.0003246947136
GO:0000062	1	0.314592972151899	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.682829663147632	1	1	1	0.276154876183295	1	1	1	0.116969218303342	1	1	1	1	1	1	1	0.715807240127388	1	0.7153863045	1	1	0.742160527249357	1	1	0.0260926154039409	1	1	1	0.448451183273543	1	1	1	1	0.679737928241379	0.724106190166205	1	0.995661420304569	1	0.507780782056239	1	1	1	0.571452843	0.127592638184211	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.816940326724138	1	1	1	1	1	0.493750574393064	1	1	1	1	1	1	1	0.311413014277457	1	1	1	1	1	0.724575668793103	1	1	1	1	1	1	1	1	1	1	1	1	0.260006295517241	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.71513793015873	1	1	1	1	1	1	1	1	1	1	1	1	1	0.931648807208481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.630870457619048	1	1	1	1	1	1	1	1	1	0.683550591714286	1	1	1	1	1	1	1	1	1	1	0.0902895203026316	0.000194912028101266
GO:0000064	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.239621171969697	1	1	1	0.675187794417238	1	1	1	1	1	1	1	1	1	1	1	1	0.681051804564907	1	1	0.113550786271186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.638923125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.801680572990654	1	1	1	0.772610067891374	1	1	1	0.616554419410609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
